title,release_year,location,lat,lng,fun_fact,production_company,distributor,director,writer,actor1,actor2,actor3
The Internship,2013,Montgomery and Union St.,37.8010394,-122.4044855,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne
Red Widow,2013,Montgomery & Market Streets,37.7888201,-122.4019967,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,2178 Palou Ave.,37.7406288,-122.4015231,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Red Widow,2013,2nd St & Howard,37.7867936,-122.3982678,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Red Widow,2013,California & Davis St,37.7935225,-122.3976275,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,South Park,37.7815501,-122.3940353,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Looking,2014,Sutro Baths,37.7798498,-122.5138482,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Fort Funston,37.7145344,-122.5019123,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Golden Gate Park,37.7694208,-122.4862138,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Golden Gate Bridge,37.8198772,-122.4789386,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Eros,37.7223233,-122.4786738,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,The Fairmont,37.6899427,-122.4702435,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Quitters,2014,Clement St. from 6th to 7th Ave.,37.7734585,-122.4647989,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,Clement St. from 5th and 7th Ave.,37.7734585,-122.4647989,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
About a Boy,2014,Crissy Field,37.8039069,-122.4640618,,NBC Studios,National Broadcasting Company,Mark J. Kunerth,Jason Katims,David Walton,Minnie Driver,
Looking,2014,Presidio Church at 130 Fisher Loop,37.7992679,-122.4618982,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Quitters,2014,Claire Lilienthal Elementary School,37.7868956,-122.4577854,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,McLaren Lodge,37.7718604,-122.4547115,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Looking,2014,St. Francis Fountain,37.7238921,-122.4493259,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Big Eyes,2014,Palace of Fine Arts,37.801456,-122.448053,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Quitters,2014,Tank Hill Park,37.7600983,-122.4477854,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Looking,2014,601 Buena Vista West,37.7669525,-122.4438933,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Big Eyes,2014,Harry's Bar on Fillmore,37.786997,-122.4368151,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Quitters,2014,4015 21st St,37.7558269,-122.436096,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Looking,2014,770 Haight St,37.771831,-122.43489,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,The Café at 2369 Market St.,37.7629891,-122.4343127,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Quitters,2014,1536 Noe St.,37.74447,-122.431527,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,21st St & Sanchez,37.7563644,-122.4300597,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Looking,2014,Market & Church St.,37.7675908,-122.4289421,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,24th and Church St.,37.7517046,-122.427349,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Dolores Park,37.7597727,-122.427063,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,1890 Clay St.,37.7921495,-122.4239264,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Quitters,2014,24 Hill St.,37.756276,-122.422225,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Godzilla,2014,Kearney & Pine St.,37.7894444,-122.4220842,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Quitters,2014,Wine Impression,37.7749295,-122.4194155,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,Cal-Mart Supermarket,37.7749295,-122.4194155,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,Bechelli's Flower Market Café,37.7749295,-122.4194155,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,Geary from 22nd Ave to Arguello,37.7749295,-122.4194155,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Big Eyes,2014,Way Faire Inn on Leidsdorff,37.7749295,-122.4194155,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Big Eyes,2014,Caffe Trieste,37.7749295,-122.4194155,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Big Eyes,2014,Saints Peter & Paul Church,37.7749295,-122.4194155,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Looking,2014,Willy's Barber Shop,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Muni line N- Judah,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Church and Duboce Muni Station,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,The Stud,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Urban Flowers,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Orphan Andy's,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Fulsom Street Fair on Fulsom St.,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,"Tiburon Hiking Trail, Tiburon, CA",37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Punjab,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Valencia St. from 16th to 17th,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Muddy Waters Coffee House,37.7749295,-122.4194155,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Murder in the First,2014,Naked Lunch,37.7749295,-122.4194155,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Murder in the First,2014,Washington Square on Filbert & Stockton,37.7749295,-122.4194155,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Murder in the First,2014,Kearney St. from Broadway to Pacific,37.7749295,-122.4194155,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Need For Speed,2014,Embarcadero from Broadway to Folsom,37.7749295,-122.4194155,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Need For Speed,2014,California St from Taylor to Powell,37.7749295,-122.4194155,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Need For Speed,2014,Mason St from Pine to Sacramento,37.7749295,-122.4194155,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Need For Speed,2014,Powell St. from Geary to Sacramento,37.7749295,-122.4194155,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Parks and Recreation,2014,Fibert from Hyde to Leavenworth,37.7749295,-122.4194155,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,
Dawn of the Planet of the Apes,2014,California St from Mason to Kearny,37.7749295,-122.4194155,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Dawn of the Planet of the Apes,2014,Filbert St. from Hyde to Leavenworth,37.7749295,-122.4194155,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
About a Boy,2014,Broderick from Fulton to McAlister,37.7749295,-122.4194155,,NBC Studios,National Broadcasting Company,Mark J. Kunerth,Jason Katims,David Walton,Minnie Driver,
About a Boy,2014,Powell from Bush and Sutter,37.7749295,-122.4194155,,NBC Studios,National Broadcasting Company,Mark J. Kunerth,Jason Katims,David Walton,Minnie Driver,
Dawn of the Planet of the Apes,2014,City Hall,37.7793176,-122.4191405,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Looking,2014,Mission Arts Center,37.7509851,-122.4185895,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Dawn of the Planet of the Apes,2014,Alioto Park,37.7588666,-122.4181453,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Big Eyes,2014,1101 Filbert St.,37.8001558,-122.4178041,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Big Eyes,2014,Filbert St. & Leavenworth,37.8003487,-122.4176339,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Parks and Recreation,2014,Larkin & Fulton,37.7795923,-122.4167887,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,
Looking,2014,Castro St. from Market to 18th St.,37.7620384,-122.41611,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,2000 Folsom,37.765015,-122.415715,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Godzilla,2014,Post & Jones St.,37.7876866,-122.4133539,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Looking,2014,BART from Civic Center to 24th St.,37.7525524,-122.4132704,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,2413 Harrison St.,37.758566,-122.412151,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,Starbucks at 333 O'Farrell St.,37.7859447,-122.4110567,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Godzilla,2014,Eddy & Taylor St.,37.7841527,-122.4109767,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Looking,2014,Casa Lucas Market at 2934 24th St,37.7529387,-122.4107722,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Murder in the First,2014,1821 Alabama St.,37.7440039,-122.41009,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Looking,2014,2866 24th St.,37.7529677,-122.4097206,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Looking,2014,222 Mason St.,37.7860672,-122.4092521,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Dawn of the Planet of the Apes,2014,California & Powell,37.7920705,-122.4091701,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Parks and Recreation,2014,Columbus and Green,37.7995158,-122.4089471,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,
Murder in the First,2014,Cameron House 920 Sacramento St.,37.7932449,-122.4084763,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Godzilla,2014,Stockton & Clay St,37.7940683,-122.4079435,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Looking,2014,Union Square,37.7879938,-122.4074374,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Big Eyes,2014,Green St. & Grant Ave.,37.7997174,-122.4074187,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Big Eyes,2014,Nobles Alley,37.8010278,-122.4071677,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Godzilla,2014,Broadway & Columbus,37.7978825,-122.4067348,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Big Eyes,2014,Pine St. & Grant,37.7915231,-122.4057802,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
Dawn of the Planet of the Apes,2014,Columbus & Pacific Ave,37.7970914,-122.4055862,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Godzilla,2014,Potrero &San Bruno,37.765861,-122.405515,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Godzilla,2014,Bush & Kearny,37.7907632,-122.4040735,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Murder in the First,2014,9 Calhoun Terrace,37.8008095,-122.4038203,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Murder in the First,2014,Hall of Justice (850 Bryant Street),37.775471,-122.4037169,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland
Quitters,2014,923 Vermont St.,37.757972,-122.403544,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Quitters,2014,Yerba Buena Gardens,37.785094,-122.4027396,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows
Looking,2014,Jawbone at 99 Rhode Island St.,37.7689205,-122.4025612,,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett
Godzilla,2014,Broadway & Sansome,37.7984455,-122.4022486,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Godzilla,2014,Sacramento & Front St.,37.7942958,-122.3989831,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Godzilla,2014,California & Davis St,37.7935225,-122.3976275,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
Godzilla,2014,Pine St. & Davis St,37.7925788,-122.3974538,,"Nautiflus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
